Referencia;Cuenta;Importe;Moneda;Fecha valor;Tipo;Concepto
OP-202605-00330;ES9721000000640000001030;853,50;EUR;01/05/2026;Egreso;Proveedor
OP-202605-00338;ES4320850000100000001019;1.052,48;EUR;01/05/2026;Egreso;Proveedor
OP-202605-00339;ES7721000000600000001004;873,84;EUR;01/05/2026;Egreso;Proveedor
OP-202605-00366;ES5821000000610000001006;1.405,45;EUR;01/05/2026;Egreso;Proveedor
OP-202605-00430;ES7320850000190000001008;1.038,95;EUR;01/05/2026;Egreso;Proveedor
OP-202605-00469;ES3520850000140000003004;1.555,85;EUR;01/05/2026;Ingreso;Cobro cliente
OP-202605-00474;ES8301820000920000003008;1.319,26;EUR;01/05/2026;Ingreso;Cobro cliente
OP-202605-00482;ES7121000000610000003003;2.257,56;EUR;01/05/2026;Ingreso;Cobro cliente
OP-202605-00490;ES4201820000950000003017;1.944,86;EUR;01/05/2026;Ingreso;Cobro cliente
OP-202605-00531;ES8301820000920000003008;2.400,10;USD;01/05/2026;Ingreso;Cobro exportación
OP-202605-00298;ES4320850000100000001019;917,55;EUR;02/05/2026;Egreso;Proveedor
OP-202605-00314;ES1121000000640000001026;955,04;EUR;02/05/2026;Egreso;Proveedor
OP-202605-00319;ES4600810000580000001029;753,58;EUR;02/05/2026;Egreso;Proveedor
OP-202605-00331;ES1320850000110000001025;803,12;EUR;02/05/2026;Egreso;Proveedor
OP-202605-00332;ES9600490000050000001024;791,50;EUR;02/05/2026;Egreso;Proveedor
OP-202605-00365;ES4600810000580000001029;991,17;EUR;02/05/2026;Egreso;Proveedor
OP-202605-00376;ES4721000000630000001009;811,34;EUR;02/05/2026;Egreso;Proveedor
OP-202605-00412;ES7921000000690000001012;1.025,01;EUR;02/05/2026;Egreso;Proveedor
OP-202605-00426;ES4500810000510000001002;1.089,02;EUR;02/05/2026;Egreso;Proveedor
OP-202605-00455;ES0720850000140000003023;1.672,77;EUR;02/05/2026;Ingreso;Cobro cliente
OP-202605-00459;ES0720850000140000003023;2.646,11;EUR;02/05/2026;Ingreso;Cobro cliente
OP-202605-00462;ES8320850000180000003011;2.680,90;EUR;02/05/2026;Ingreso;Cobro cliente
OP-202605-00463;ES3800810000500000003020;2.228,13;EUR;02/05/2026;Ingreso;Cobro cliente
OP-202605-00464;ES3200490000060000003000;2.251,42;EUR;02/05/2026;Ingreso;Cobro cliente
OP-202605-00488;ES3800810000500000003020;1.571,42;EUR;02/05/2026;Ingreso;Cobro cliente
OP-202605-00514;ES3520850000140000003004;2.410,56;EUR;02/05/2026;Ingreso;Cobro cliente
OP-202605-00525;ES8600490000000000003001;2.505,80;USD;02/05/2026;Ingreso;Cobro exportación
OP-202605-00299;ES1121000000640000001026;1.238,52;EUR;03/05/2026;Egreso;Proveedor
OP-202605-00347;ES1520850000100000001038;1.121,93;EUR;03/05/2026;Egreso;Proveedor
OP-202605-00349;ES1121000000640000001026;816,70;EUR;03/05/2026;Egreso;Proveedor
OP-202605-00382;ES9721000000640000001030;966,92;EUR;03/05/2026;Egreso;Proveedor
OP-202605-00384;ES1200490000020000001034;1.188,83;EUR;03/05/2026;Egreso;Proveedor
OP-202605-00396;ES1320850000110000001025;974,33;EUR;03/05/2026;Egreso;Proveedor
OP-202605-00428;ES0821000000630000001032;854,56;EUR;03/05/2026;Egreso;Proveedor
OP-202605-00454;ES5820850000190000003024;1.935,28;EUR;03/05/2026;Ingreso;Cobro cliente
OP-202605-00471;ES7121000000610000003003;1.987,91;EUR;03/05/2026;Ingreso;Cobro cliente
OP-202605-00519;ES8600490000000000003001;2.163,94;EUR;03/05/2026;Ingreso;Cobro cliente
OP-202605-00322;ES3020850000110000001010;444,92;EUR;04/05/2026;Egreso;Proveedor
OP-202605-00340;ES6300810000580000001014;591,72;EUR;04/05/2026;Egreso;Proveedor
OP-202605-00351;ES4520850000190000001027;717,64;EUR;04/05/2026;Egreso;Proveedor
OP-202605-00373;ES7601820000920000001000;996,13;EUR;04/05/2026;Egreso;Proveedor
OP-202605-00399;ES7721000000600000001004;870,47;EUR;04/05/2026;Egreso;Proveedor
OP-202605-00414;ES6000810000570000001020;602,75;EUR;04/05/2026;Egreso;Proveedor
OP-202605-00449;ES7420850000170000003028;1.188,75;EUR;04/05/2026;Ingreso;Cobro cliente
OP-202605-00524;ES5721000000620000003012;2.823,97;USD;04/05/2026;Ingreso;Cobro exportación
OP-202605-00313;ES1520850000100000001038;989,57;EUR;05/05/2026;Egreso;Proveedor
OP-202605-00361;ES2000810000520000001015;781,27;EUR;05/05/2026;Egreso;Proveedor
OP-202605-00383;ES8201820000970000001035;547,55;EUR;05/05/2026;Egreso;Proveedor
OP-202605-00395;ES8201820000970000001035;959,48;EUR;05/05/2026;Egreso;Proveedor
OP-202605-00460;ES8700810000580000003007;1.461,07;EUR;05/05/2026;Ingreso;Cobro cliente
OP-202605-00467;ES5000490000010000003018;2.086,84;EUR;05/05/2026;Ingreso;Cobro cliente
OP-202605-00472;ES3800810000500000003020;2.271,49;EUR;05/05/2026;Ingreso;Cobro cliente
OP-202605-00483;ES4320850000130000003006;1.398,15;EUR;05/05/2026;Ingreso;Cobro cliente
OP-202605-00516;ES8320850000180000003011;2.017,55;EUR;05/05/2026;Ingreso;Cobro cliente
OP-202605-01617;ES6020850000150000009004;210,35;EUR;05/05/2026;Egreso;Mantenimiento
OP-202605-00310;ES8321000000650000001039;719,11;EUR;06/05/2026;Egreso;Proveedor
OP-202605-00318;ES7921000000690000001012;1.005,02;EUR;06/05/2026;Egreso;Proveedor
OP-202605-00343;ES4700490000090000001031;990,94;EUR;06/05/2026;Egreso;Proveedor
OP-202605-00354;ES0220850000130000001028;810,64;EUR;06/05/2026;Egreso;Proveedor
OP-202605-00379;ES4921000000600000001023;1.166,90;EUR;06/05/2026;Egreso;Proveedor
OP-202605-00397;ES0821000000630000001032;402,08;EUR;06/05/2026;Egreso;Proveedor
OP-202605-00410;ES4220850000180000001033;992,77;EUR;06/05/2026;Egreso;Proveedor
OP-202605-00433;ES4701820000930000003025;1.752,20;EUR;06/05/2026;Ingreso;Cobro cliente
OP-202605-00513;ES5000490000010000003018;1.440,08;EUR;06/05/2026;Ingreso;Cobro cliente
OP-202605-00515;ES2400810000510000003029;2.219,48;EUR;06/05/2026;Ingreso;Cobro cliente
OP-202605-00303;ES1320850000110000001025;793,28;EUR;07/05/2026;Egreso;Proveedor
OP-202605-00305;ES7721000000600000001004;804,67;EUR;07/05/2026;Egreso;Proveedor
OP-202605-00306;ES4700490000090000001031;1.420,71;EUR;07/05/2026;Egreso;Proveedor
OP-202605-00327;ES9721000000640000001030;973,05;EUR;07/05/2026;Egreso;Proveedor
OP-202605-00348;ES0821000000630000001032;714,79;EUR;07/05/2026;Egreso;Proveedor
OP-202605-00360;ES9521000000670000001016;1.137,73;EUR;07/05/2026;Egreso;Proveedor
OP-202605-00370;ES7100490000060000001037;1.019,13;EUR;07/05/2026;Egreso;Proveedor
OP-202605-00431;ES5401820000940000001007;1.475,92;EUR;07/05/2026;Egreso;Proveedor
OP-202605-00442;ES8600490000000000003001;2.591,55;EUR;07/05/2026;Ingreso;Cobro cliente
OP-202605-00484;ES1121000000670000003013;1.481,59;EUR;07/05/2026;Ingreso;Cobro cliente
OP-202605-00500;ES3800810000500000003020;1.361,45;EUR;07/05/2026;Ingreso;Cobro cliente
OP-202605-00512;ES4701820000930000003025;1.871,71;EUR;07/05/2026;Ingreso;Cobro cliente
OP-202605-00530;ES3800810000500000003020;2.530,58;USD;07/05/2026;Ingreso;Cobro exportación
OP-202605-00296;ES4220850000180000001033;840,59;EUR;08/05/2026;Egreso;Proveedor
OP-202605-00300;ES9521000000670000001016;977,67;EUR;08/05/2026;Egreso;Proveedor
OP-202605-00363;ES9521000000670000001016;972,01;EUR;08/05/2026;Egreso;Proveedor
OP-202605-00478;ES9200810000560000003015;1.641,95;EUR;08/05/2026;Ingreso;Cobro cliente
OP-202605-00502;ES7420850000170000003028;2.292,42;EUR;08/05/2026;Ingreso;Cobro cliente
OP-202605-00505;ES1100810000540000003019;2.160,07;EUR;08/05/2026;Ingreso;Cobro cliente
OP-202605-00294;ES4600810000580000001029;923,92;EUR;09/05/2026;Egreso;Proveedor
OP-202605-00308;ES6300810000580000001014;1.381,75;EUR;09/05/2026;Egreso;Proveedor
OP-202605-00333;ES2321000000660000001003;479,01;EUR;09/05/2026;Egreso;Proveedor
OP-202605-00335;ES4921000000600000001023;1.263,38;EUR;09/05/2026;Egreso;Proveedor
OP-202605-00337;ES6000810000570000001020;1.350,66;EUR;09/05/2026;Egreso;Proveedor
OP-202605-00352;ES7721000000600000001004;861,09;EUR;09/05/2026;Egreso;Proveedor
OP-202605-00372;ES1520850000100000001038;829,42;EUR;09/05/2026;Egreso;Proveedor
OP-202605-00437;ES1100810000540000003019;1.969,58;EUR;09/05/2026;Ingreso;Cobro cliente
OP-202605-00443;ES2400810000510000003029;2.103,60;EUR;09/05/2026;Ingreso;Cobro cliente
OP-202605-00445;ES4701820000930000003025;2.226,31;EUR;09/05/2026;Ingreso;Cobro cliente
OP-202605-00493;ES7121000000610000003003;1.795,37;EUR;09/05/2026;Ingreso;Cobro cliente
OP-202605-00496;ES5501820000920000003027;2.089,54;EUR;09/05/2026;Ingreso;Cobro cliente
OP-202605-00501;ES2101820000990000003005;2.507,82;EUR;09/05/2026;Ingreso;Cobro cliente
OP-202605-00532;ES8320850000180000003011;2.848,28;USD;09/05/2026;Ingreso;Cobro exportación
OP-202605-00293;ES1200490000020000001034;939,14;EUR;10/05/2026;Egreso;Proveedor
OP-202605-00358;ES0621000000660000001018;828,43;EUR;10/05/2026;Egreso;Proveedor
OP-202605-00368;ES4500810000510000001002;1.011,92;EUR;10/05/2026;Egreso;Proveedor
OP-202605-00380;ES8321000000650000001039;952,54;EUR;10/05/2026;Egreso;Proveedor
OP-202605-00401;ES7921000000690000001012;946,30;EUR;10/05/2026;Egreso;Proveedor
OP-202605-00416;ES1121000000640000001026;1.119,03;EUR;10/05/2026;Egreso;Proveedor
OP-202605-00487;ES4000490000050000003002;1.506,40;EUR;10/05/2026;Ingreso;Cobro cliente
OP-202605-00499;ES8301820000920000003008;2.127,43;EUR;10/05/2026;Ingreso;Cobro cliente
OP-202605-00511;ES7420850000170000003028;2.340,92;EUR;10/05/2026;Ingreso;Cobro cliente
OP-202605-00528;ES3800810000500000003020;2.328,90;USD;10/05/2026;Ingreso;Cobro exportación
OP-202605-00317;ES3020850000110000001010;1.016,09;EUR;11/05/2026;Egreso;Proveedor
OP-202605-00346;ES2000810000520000001015;843,21;EUR;11/05/2026;Egreso;Proveedor
OP-202605-00375;ES4921000000600000001023;803,17;EUR;11/05/2026;Egreso;Proveedor
OP-202605-00403;ES9721000000640000001030;1.599,50;EUR;11/05/2026;Egreso;Proveedor
OP-202605-00444;ES1621000000650000003021;2.256,71;EUR;11/05/2026;Ingreso;Cobro cliente
OP-202605-00453;ES8320850000180000003011;2.657,25;EUR;11/05/2026;Ingreso;Cobro cliente
OP-202605-00504;ES2400810000510000003029;1.682,47;EUR;11/05/2026;Ingreso;Cobro cliente
OP-202605-00534;ES2400810000510000003029;2.446,42;USD;11/05/2026;Ingreso;Cobro exportación
OP-202605-00367;ES0220850000130000001028;461,23;EUR;12/05/2026;Egreso;Proveedor
OP-202605-00388;ES9700810000510000001036;1.537,71;EUR;12/05/2026;Egreso;Proveedor
OP-202605-00393;ES9700810000510000001036;1.021,63;EUR;12/05/2026;Egreso;Proveedor
OP-202605-00398;ES4721000000630000001009;672,92;EUR;12/05/2026;Egreso;Proveedor
OP-202605-00423;ES7320850000190000001008;814,01;EUR;12/05/2026;Egreso;Proveedor
OP-202605-00424;ES4520850000190000001027;956,72;EUR;12/05/2026;Egreso;Proveedor
OP-202605-00435;ES9801820000980000003026;1.909,56;EUR;12/05/2026;Ingreso;Cobro cliente
OP-202605-00441;ES6401820000930000003010;1.926,12;EUR;12/05/2026;Ingreso;Cobro cliente
OP-202605-00451;ES4701820000930000003025;1.619,04;EUR;12/05/2026;Ingreso;Cobro cliente
OP-202605-00468;ES4320850000130000003006;2.655,34;EUR;12/05/2026;Ingreso;Cobro cliente
OP-202605-00475;ES7420850000170000003028;2.881,02;EUR;12/05/2026;Ingreso;Cobro cliente
OP-202605-00533;ES5820850000190000003024;2.614,05;USD;12/05/2026;Ingreso;Cobro exportación
OP-202605-00312;ES4721000000630000001009;754,61;EUR;13/05/2026;Egreso;Proveedor
OP-202605-00390;ES7921000000690000001012;961,62;EUR;13/05/2026;Egreso;Proveedor
OP-202605-00409;ES4500810000510000001002;605,16;EUR;13/05/2026;Egreso;Proveedor
OP-202605-00452;ES8301820000920000003008;1.596,95;EUR;13/05/2026;Ingreso;Cobro cliente
OP-202605-00480;ES3200490000060000003000;1.988,66;EUR;13/05/2026;Ingreso;Cobro cliente
OP-202605-00323;ES7520850000160000001022;1.146,63;EUR;14/05/2026;Egreso;Proveedor
OP-202605-00342;ES9521000000670000001016;1.037,18;EUR;14/05/2026;Egreso;Proveedor
OP-202605-00385;ES4800490000010000001017;786,19;EUR;14/05/2026;Egreso;Proveedor
OP-202605-00391;ES7601820000920000001000;911,86;EUR;14/05/2026;Egreso;Proveedor
OP-202605-00392;ES3020850000110000001010;762,20;EUR;14/05/2026;Egreso;Proveedor
OP-202605-00510;ES3200490000060000003000;2.087,38;EUR;14/05/2026;Ingreso;Cobro cliente
OP-202605-00307;ES6300810000580000001014;753,93;EUR;15/05/2026;Egreso;Proveedor
OP-202605-00321;ES4121000000610000001021;859,41;EUR;15/05/2026;Egreso;Proveedor
OP-202605-00371;ES2400490000040000001011;1.163,13;EUR;15/05/2026;Egreso;Proveedor
